"StichtagDatJahr","QuarSort","QuarCd","QuarLang","SteuerTarifSort","SteuerTarifCd","SteuerTarifLang","SteuerEinkommen_p50","SteuerEinkommen_p25","SteuerEinkommen_p75"
2011,44,"044","Hard",2,"02","Einelternfamilientarif",28.6,5.6,44.7
2011,51,"051","Gewerbeschule",0,"00","Grundtarif",40.5,18.7,66.7
2011,51,"051","Gewerbeschule",1,"01","Verheiratetentarif",63.45,42.1,91
2011,51,"051","Gewerbeschule",2,"02","Einelternfamilientarif",39.4,19.2,66.6
2011,52,"052","Escher Wyss",0,"00","Grundtarif",55.6,28.9,85.2
2011,52,"052","Escher Wyss",1,"01","Verheiratetentarif",88.55,58.1,142.1
2011,52,"052","Escher Wyss",2,"02","Einelternfamilientarif",60.8,38,85.2
2011,61,"061","Unterstrass",0,"00","Grundtarif",46.4,23.9,73
2011,61,"061","Unterstrass",1,"01","Verheiratetentarif",83.2,55.4,129.5
2011,61,"061","Unterstrass",2,"02","Einelternfamilientarif",47.7,29.1,76.1
2011,63,"063","Oberstrass",0,"00","Grundtarif",52.4,23.8,87.4
2011,63,"063","Oberstrass",1,"01","Verheiratetentarif",129.75,81.5,209.7
2011,63,"063","Oberstrass",2,"02","Einelternfamilientarif",67.55,41.2,119.9
2011,71,"071","Fluntern",0,"00","Grundtarif",57,19.2,100.8
2011,71,"071","Fluntern",1,"01","Verheiratetentarif",157.9,96.8,273.8
2011,71,"071","Fluntern",2,"02","Einelternfamilientarif",87.25,55,127.2
2011,72,"072","Hottingen",0,"00","Grundtarif",54.1,22.3,94.3
2011,72,"072","Hottingen",1,"01","Verheiratetentarif",139.1,85.5,235.7
2011,72,"072","Hottingen",2,"02","Einelternfamilientarif",74.8,39.9,122.7
2011,73,"073","Hirslanden",0,"00","Grundtarif",48.1,22,80
2011,73,"073","Hirslanden",1,"01","Verheiratetentarif",117.8,68,197.2
2011,73,"073","Hirslanden",2,"02","Einelternfamilientarif",55.3,34.6,88.5
2011,74,"074","Witikon",0,"00","Grundtarif",46.45,21.1,74
2011,74,"074","Witikon",1,"01","Verheiratetentarif",105.6,70.2,163.4
2011,74,"074","Witikon",2,"02","Einelternfamilientarif",60.6,34.35,90.8
2011,81,"081","Seefeld",0,"00","Grundtarif",61.2,31.95,101.4
2011,81,"081","Seefeld",1,"01","Verheiratetentarif",119,68.6,200
2011,81,"081","Seefeld",2,"02","Einelternfamilientarif",60,35.2,89.5
2011,82,"082","Mühlebach",0,"00","Grundtarif",55.45,26.2,92.75
2011,82,"082","Mühlebach",1,"01","Verheiratetentarif",113.1,70.2,185.8
2011,82,"082","Mühlebach",2,"02","Einelternfamilientarif",56.8,32.9,100
2011,83,"083","Weinegg",0,"00","Grundtarif",46.9,18,74.6
2011,83,"083","Weinegg",1,"01","Verheiratetentarif",106.5,67.5,174
2011,83,"083","Weinegg",2,"02","Einelternfamilientarif",57.1,40.1,86.7
2011,91,"091","Albisrieden",0,"00","Grundtarif",42.2,21.8,63.3
2011,91,"091","Albisrieden",1,"01","Verheiratetentarif",76.1,51.6,107
2011,91,"091","Albisrieden",2,"02","Einelternfamilientarif",48.1,27.3,72.4
2011,92,"092","Altstetten",0,"00","Grundtarif",40.6,20.7,60
2011,92,"092","Altstetten",1,"01","Verheiratetentarif",65.3,44.8,90.3
2011,92,"092","Altstetten",2,"02","Einelternfamilientarif",36,16.3,53.8
2011,101,"101","Höngg",0,"00","Grundtarif",49,24.5,73.9
2011,101,"101","Höngg",1,"01","Verheiratetentarif",93.7,63.5,140.6
2011,101,"101","Höngg",2,"02","Einelternfamilientarif",52.6,31.9,79.8
2011,102,"102","Wipkingen",0,"00","Grundtarif",45.1,22.6,67.5
2011,102,"102","Wipkingen",1,"01","Verheiratetentarif",73.8,49.7,111.7
2011,102,"102","Wipkingen",2,"02","Einelternfamilientarif",45.6,28.5,67.9
2011,111,"111","Affoltern",0,"00","Grundtarif",38.9,18.7,59.1
2011,111,"111","Affoltern",1,"01","Verheiratetentarif",70.65,49.15,97.85
2011,111,"111","Affoltern",2,"02","Einelternfamilientarif",36.5,19.8,55.2
2011,115,"115","Oerlikon",0,"00","Grundtarif",45.4,22.1,70
2011,115,"115","Oerlikon",1,"01","Verheiratetentarif",81.7,51.7,125.6
2011,115,"115","Oerlikon",2,"02","Einelternfamilientarif",47.95,27.1,71
2011,119,"119","Seebach",0,"00","Grundtarif",38.3,18.5,59.5
2011,119,"119","Seebach",1,"01","Verheiratetentarif",66.8,43.4,94.8
2011,119,"119","Seebach",2,"02","Einelternfamilientarif",35,17.25,54.55
2011,121,"121","Saatlen",0,"00","Grundtarif",32.3,14.45,50.5
2011,121,"121","Saatlen",1,"01","Verheiratetentarif",62.8,41.9,85.4
2011,121,"121","Saatlen",2,"02","Einelternfamilientarif",34.7,18.2,47
2011,122,"122","Schwamendingen-Mitte",0,"00","Grundtarif",32.9,17.1,50.9
2011,122,"122","Schwamendingen-Mitte",1,"01","Verheiratetentarif",58.9,38.95,80.4
2011,122,"122","Schwamendingen-Mitte",2,"02","Einelternfamilientarif",28.7,9.8,45
2011,123,"123","Hirzenbach",0,"00","Grundtarif",29.7,13.8,46
2011,123,"123","Hirzenbach",1,"01","Verheiratetentarif",58.2,39.6,79.8
2011,123,"123","Hirzenbach",2,"02","Einelternfamilientarif",29.55,8.8,45.05
2012,11,"011","Rathaus",0,"00","Grundtarif",49.2,21.2,85.8
2012,11,"011","Rathaus",1,"01","Verheiratetentarif",120.35,67.85,192.45
2012,11,"011","Rathaus",2,"02","Einelternfamilientarif",57.85,34.65,94.7
2012,12,"012","Hochschulen",0,"00","Grundtarif",41.7,12.9,72.4
2012,12,"012","Hochschulen",1,"01","Verheiratetentarif",131.2,63.5,251
2012,12,"012","Hochschulen",2,"02","Einelternfamilientarif",,,
2012,13,"013","Lindenhof",0,"00","Grundtarif",54.8,21.8,98.1
2012,13,"013","Lindenhof",1,"01","Verheiratetentarif",126.75,84.7,202.8
2012,13,"013","Lindenhof",2,"02","Einelternfamilientarif",,,
2012,14,"014","City",0,"00","Grundtarif",35,5.5,88.6
2012,14,"014","City",1,"01","Verheiratetentarif",95.6,52.15,150.7
2012,14,"014","City",2,"02","Einelternfamilientarif",,,
2012,21,"021","Wollishofen",0,"00","Grundtarif",42.4,19.45,67.6
2012,21,"021","Wollishofen",1,"01","Verheiratetentarif",84.1,56.9,135.8
2012,21,"021","Wollishofen",2,"02","Einelternfamilientarif",42.7,25,66
2012,23,"023","Leimbach",0,"00","Grundtarif",37.85,18.75,58.05
2012,23,"023","Leimbach",1,"01","Verheiratetentarif",74.7,51.2,105.7
2012,23,"023","Leimbach",2,"02","Einelternfamilientarif",37.5,19.6,61.5
2012,24,"024","Enge",0,"00","Grundtarif",56.45,25.2,92.85
2012,24,"024","Enge",1,"01","Verheiratetentarif",118.15,69.8,203
2012,24,"024","Enge",2,"02","Einelternfamilientarif",57.3,29.2,99.4
2012,31,"031","Alt-Wiedikon",0,"00","Grundtarif",50,25.4,75.95
2012,31,"031","Alt-Wiedikon",1,"01","Verheiratetentarif",83.6,49.7,137.5
2012,31,"031","Alt-Wiedikon",2,"02","Einelternfamilientarif",54,27.6,81.15
2012,33,"033","Friesenberg",0,"00","Grundtarif",33,11,53.6
2012,33,"033","Friesenberg",1,"01","Verheiratetentarif",69.5,47.9,96.7
2012,33,"033","Friesenberg",2,"02","Einelternfamilientarif",37.75,21,54.85
2012,34,"034","Sihlfeld",0,"00","Grundtarif",41.5,20.75,63.8
2012,34,"034","Sihlfeld",1,"01","Verheiratetentarif",60.2,36.7,89.4
2012,34,"034","Sihlfeld",2,"02","Einelternfamilientarif",36.05,20,51.9
2012,41,"041","Werd",0,"00","Grundtarif",47.7,22.6,76.9
2012,41,"041","Werd",1,"01","Verheiratetentarif",73.8,37,125.3
2012,41,"041","Werd",2,"02","Einelternfamilientarif",44.8,25.6,85
2012,42,"042","Langstrasse",0,"00","Grundtarif",40,18,65.7
2012,42,"042","Langstrasse",1,"01","Verheiratetentarif",57.6,34.6,94.8
2012,42,"042","Langstrasse",2,"02","Einelternfamilientarif",36.8,14.3,70
2012,44,"044","Hard",0,"00","Grundtarif",34.5,17.2,54.3
2012,44,"044","Hard",1,"01","Verheiratetentarif",52.9,34.9,73.8
2012,44,"044","Hard",2,"02","Einelternfamilientarif",26.5,9.4,45
2012,51,"051","Gewerbeschule",0,"00","Grundtarif",41.5,19.6,66.9
2012,51,"051","Gewerbeschule",1,"01","Verheiratetentarif",64,41.7,94.1
2012,51,"051","Gewerbeschule",2,"02","Einelternfamilientarif",44,22,67.7
2012,52,"052","Escher Wyss",0,"00","Grundtarif",56.55,29.45,85.9
2012,52,"052","Escher Wyss",1,"01","Verheiratetentarif",96.4,57.9,149.4
2012,52,"052","Escher Wyss",2,"02","Einelternfamilientarif",56.45,31.8,84.7
2012,61,"061","Unterstrass",0,"00","Grundtarif",46.4,23.1,73.4
2012,61,"061","Unterstrass",1,"01","Verheiratetentarif",83.05,54.25,128.85
2012,61,"061","Unterstrass",2,"02","Einelternfamilientarif",47.7,28.7,71.7
2012,63,"063","Oberstrass",0,"00","Grundtarif",52.05,23.1,85.8
2012,63,"063","Oberstrass",1,"01","Verheiratetentarif",129.5,84.2,209.1
2012,63,"063","Oberstrass",2,"02","Einelternfamilientarif",69.85,40.4,120.7
2012,71,"071","Fluntern",0,"00","Grundtarif",56.9,19.4,100.3
2012,71,"071","Fluntern",1,"01","Verheiratetentarif",167.4,100,288.8
2012,71,"071","Fluntern",2,"02","Einelternfamilientarif",85.7,44.5,132.6
2012,72,"072","Hottingen",0,"00","Grundtarif",54.4,22,92.6
2012,72,"072","Hottingen",1,"01","Verheiratetentarif",140.95,84.25,239.5
2012,72,"072","Hottingen",2,"02","Einelternfamilientarif",78.9,43.9,126.1
2012,73,"073","Hirslanden",0,"00","Grundtarif",48.3,21.7,80.5
2012,73,"073","Hirslanden",1,"01","Verheiratetentarif",113.75,70.95,200.05
2012,73,"073","Hirslanden",2,"02","Einelternfamilientarif",54,35.9,87.2
2012,74,"074","Witikon",0,"00","Grundtarif",46.4,21.65,72.95
2012,74,"074","Witikon",1,"01","Verheiratetentarif",105.1,71.45,161.95
2012,74,"074","Witikon",2,"02","Einelternfamilientarif",58.7,32.5,91.8
2012,81,"081","Seefeld",0,"00","Grundtarif",62.5,31,101.1
2012,81,"081","Seefeld",1,"01","Verheiratetentarif",124.2,74,209.4
2012,81,"081","Seefeld",2,"02","Einelternfamilientarif",58.8,37.6,92.9
2012,82,"082","Mühlebach",0,"00","Grundtarif",56.3,26.2,94.3
2012,82,"082","Mühlebach",1,"01","Verheiratetentarif",117.3,72.1,191.2
2012,82,"082","Mühlebach",2,"02","Einelternfamilientarif",64.2,34.7,98.6
2012,83,"083","Weinegg",0,"00","Grundtarif",47,18.5,75
2012,83,"083","Weinegg",1,"01","Verheiratetentarif",105.6,67,173
2012,83,"083","Weinegg",2,"02","Einelternfamilientarif",58.7,40.1,99.1
2012,91,"091","Albisrieden",0,"00","Grundtarif",41.9,21.7,63.2
2012,91,"091","Albisrieden",1,"01","Verheiratetentarif",76.05,51.3,106.2
2012,91,"091","Albisrieden",2,"02","Einelternfamilientarif",46.6,28.8,71.1
2012,92,"092","Altstetten",0,"00","Grundtarif",40.7,20.5,60.1
2012,92,"092","Altstetten",1,"01","Verheiratetentarif",64.8,43.2,90.95
2012,92,"092","Altstetten",2,"02","Einelternfamilientarif",35.9,16,53.2
2012,101,"101","Höngg",0,"00","Grundtarif",48.8,24.2,73.4
2012,101,"101","Höngg",1,"01","Verheiratetentarif",93.4,62.8,140.1
2012,101,"101","Höngg",2,"02","Einelternfamilientarif",52.85,32.1,82.4
2012,102,"102","Wipkingen",0,"00","Grundtarif",45.9,22.5,69.2
2012,102,"102","Wipkingen",1,"01","Verheiratetentarif",74.1,50,114.8
2012,102,"102","Wipkingen",2,"02","Einelternfamilientarif",44.5,27,67.3
2012,111,"111","Affoltern",0,"00","Grundtarif",39,18.8,59.8
2012,111,"111","Affoltern",1,"01","Verheiratetentarif",70.75,48.5,98.2
2012,111,"111","Affoltern",2,"02","Einelternfamilientarif",38,18.9,56.2
2012,115,"115","Oerlikon",0,"00","Grundtarif",45.8,22.9,70.8
2012,115,"115","Oerlikon",1,"01","Verheiratetentarif",82,51.3,125.6
2012,115,"115","Oerlikon",2,"02","Einelternfamilientarif",43.85,24.1,67.1
2012,119,"119","Seebach",0,"00","Grundtarif",39.2,18,60
2012,119,"119","Seebach",1,"01","Verheiratetentarif",66.8,43.7,95.8
2012,119,"119","Seebach",2,"02","Einelternfamilientarif",34.6,17.25,53.75
2012,121,"121","Saatlen",0,"00","Grundtarif",31.4,14.4,51
2012,121,"121","Saatlen",1,"01","Verheiratetentarif",61.5,39.8,84.7
2012,121,"121","Saatlen",2,"02","Einelternfamilientarif",32.95,15.8,46.1
2012,122,"122","Schwamendingen-Mitte",0,"00","Grundtarif",33,16.2,50.4
2012,122,"122","Schwamendingen-Mitte",1,"01","Verheiratetentarif",57.9,38,79.65
2012,122,"122","Schwamendingen-Mitte",2,"02","Einelternfamilientarif",25.1,4.7,42.5
2012,123,"123","Hirzenbach",0,"00","Grundtarif",29.2,12.5,46.6
2012,123,"123","Hirzenbach",1,"01","Verheiratetentarif",57.9,38.2,78.8
2012,123,"123","Hirzenbach",2,"02","Einelternfamilientarif",28.4,7,45.5
2013,11,"011","Rathaus",0,"00","Grundtarif",50,22.1,84.6
2013,11,"011","Rathaus",1,"01","Verheiratetentarif",120.8,73.5,197.8
2013,11,"011","Rathaus",2,"02","Einelternfamilientarif",52.6,29.15,97.15
2013,12,"012","Hochschulen",0,"00","Grundtarif",35.9,13.7,72.2
2013,12,"012","Hochschulen",1,"01","Verheiratetentarif",143,47.9,252.2
2013,12,"012","Hochschulen",2,"02","Einelternfamilientarif",,,
2013,13,"013","Lindenhof",0,"00","Grundtarif",55.1,20.1,95.2
2013,13,"013","Lindenhof",1,"01","Verheiratetentarif",124.2,86.4,213.3
2013,13,"013","Lindenhof",2,"02","Einelternfamilientarif",,,
2013,14,"014","City",0,"00","Grundtarif",32.7,7.6,78.3
2013,14,"014","City",1,"01","Verheiratetentarif",105.9,51.7,165.1
2013,14,"014","City",2,"02","Einelternfamilientarif",,,
2013,21,"021","Wollishofen",0,"00","Grundtarif",43.1,19.9,67.9
2013,21,"021","Wollishofen",1,"01","Verheiratetentarif",84.1,55.1,137
2013,21,"021","Wollishofen",2,"02","Einelternfamilientarif",44,24,65.8
2013,23,"023","Leimbach",0,"00","Grundtarif",38.4,18.9,59.3
2013,23,"023","Leimbach",1,"01","Verheiratetentarif",72.5,47.6,105.2
2013,23,"023","Leimbach",2,"02","Einelternfamilientarif",36.8,16.2,59.2
2013,24,"024","Enge",0,"00","Grundtarif",57.1,26.9,94.6
2013,24,"024","Enge",1,"01","Verheiratetentarif",121.1,68.3,206.8
2013,24,"024","Enge",2,"02","Einelternfamilientarif",56.5,22.7,95.6
2013,31,"031","Alt-Wiedikon",0,"00","Grundtarif",51.1,26.7,77.8
2013,31,"031","Alt-Wiedikon",1,"01","Verheiratetentarif",86.25,49.8,139.5
2013,31,"031","Alt-Wiedikon",2,"02","Einelternfamilientarif",53.9,28.8,82.3
2013,33,"033","Friesenberg",0,"00","Grundtarif",32.55,11.8,53
2013,33,"033","Friesenberg",1,"01","Verheiratetentarif",67.4,46.3,96.4
2013,33,"033","Friesenberg",2,"02","Einelternfamilientarif",37,18.5,53.8
2013,34,"034","Sihlfeld",0,"00","Grundtarif",42.5,21,64.7
2013,34,"034","Sihlfeld",1,"01","Verheiratetentarif",60.1,36,91.1
2013,34,"034","Sihlfeld",2,"02","Einelternfamilientarif",35.2,18.7,53.7
2013,41,"041","Werd",0,"00","Grundtarif",47.8,21.5,77.1
2013,41,"041","Werd",1,"01","Verheiratetentarif",63.8,31.4,123.1
2013,41,"041","Werd",2,"02","Einelternfamilientarif",59.75,29,103.9
2013,42,"042","Langstrasse",0,"00","Grundtarif",40.95,18,67
2013,42,"042","Langstrasse",1,"01","Verheiratetentarif",58.3,35,96.1
2013,42,"042","Langstrasse",2,"02","Einelternfamilientarif",40.9,15.6,71.2
2013,44,"044","Hard",0,"00","Grundtarif",34.6,17.4,55
2013,44,"044","Hard",1,"01","Verheiratetentarif",51.15,33.9,72.8
2013,44,"044","Hard",2,"02","Einelternfamilientarif",29.6,11.1,45.6
2013,51,"051","Gewerbeschule",0,"00","Grundtarif",41.4,19.6,66.9
2013,51,"051","Gewerbeschule",1,"01","Verheiratetentarif",64.9,42,93.3
2013,51,"051","Gewerbeschule",2,"02","Einelternfamilientarif",39.9,22.3,66.6
2013,52,"052","Escher Wyss",0,"00","Grundtarif",60.3,34.2,92.4
2013,52,"052","Escher Wyss",1,"01","Verheiratetentarif",108.5,66,166.1
2013,52,"052","Escher Wyss",2,"02","Einelternfamilientarif",62.75,35.6,100
2013,61,"061","Unterstrass",0,"00","Grundtarif",46.45,22.7,73
2013,61,"061","Unterstrass",1,"01","Verheiratetentarif",83.6,54.7,129.9
2013,61,"061","Unterstrass",2,"02","Einelternfamilientarif",47.5,28.3,72.9
2013,63,"063","Oberstrass",0,"00","Grundtarif",51.2,21.7,86.7
2013,63,"063","Oberstrass",1,"01","Verheiratetentarif",129.4,82.4,211.1
2013,63,"063","Oberstrass",2,"02","Einelternfamilientarif",63.65,41.6,109.3
2013,71,"071","Fluntern",0,"00","Grundtarif",56.1,18.5,100.3
2013,71,"071","Fluntern",1,"01","Verheiratetentarif",165.4,99.7,279.2
2013,71,"071","Fluntern",2,"02","Einelternfamilientarif",90.4,52.4,138
2013,72,"072","Hottingen",0,"00","Grundtarif",55,22.1,90.8
2013,72,"072","Hottingen",1,"01","Verheiratetentarif",136.15,84.7,243
2013,72,"072","Hottingen",2,"02","Einelternfamilientarif",72.15,46.1,125.6
2013,73,"073","Hirslanden",0,"00","Grundtarif",49.35,22.5,80.75
2013,73,"073","Hirslanden",1,"01","Verheiratetentarif",113.1,68.2,198.3
2013,73,"073","Hirslanden",2,"02","Einelternfamilientarif",54.1,31.5,93.3
2013,74,"074","Witikon",0,"00","Grundtarif",45,20.55,72.6
2013,74,"074","Witikon",1,"01","Verheiratetentarif",103.1,68.7,158.6
2013,74,"074","Witikon",2,"02","Einelternfamilientarif",55,33.45,87.3
2013,81,"081","Seefeld",0,"00","Grundtarif",61.7,30.6,101.9
2013,81,"081","Seefeld",1,"01","Verheiratetentarif",123.2,74.8,212.8
2013,81,"081","Seefeld",2,"02","Einelternfamilientarif",59.05,38.7,88.25
2013,82,"082","Mühlebach",0,"00","Grundtarif",55.8,24.1,94.5
2013,82,"082","Mühlebach",1,"01","Verheiratetentarif",117.9,73.2,198
2013,82,"082","Mühlebach",2,"02","Einelternfamilientarif",65.2,37.95,92.9
2013,83,"083","Weinegg",0,"00","Grundtarif",45.8,17.5,74.3
2013,83,"083","Weinegg",1,"01","Verheiratetentarif",104.2,66.6,176.7
2013,83,"083","Weinegg",2,"02","Einelternfamilientarif",55.35,35.2,101.5
2013,91,"091","Albisrieden",0,"00","Grundtarif",42.35,22.4,63.4
2013,91,"091","Albisrieden",1,"01","Verheiratetentarif",75,50.5,106.9
2013,91,"091","Albisrieden",2,"02","Einelternfamilientarif",42.3,25.5,69.7
2013,92,"092","Altstetten",0,"00","Grundtarif",40.5,20.2,60
2013,92,"092","Altstetten",1,"01","Verheiratetentarif",64.5,43,91.6
2013,92,"092","Altstetten",2,"02","Einelternfamilientarif",33.7,17.5,51.05
2013,101,"101","Höngg",0,"00","Grundtarif",48.6,24,73
2013,101,"101","Höngg",1,"01","Verheiratetentarif",92.6,62,139.9
2013,101,"101","Höngg",2,"02","Einelternfamilientarif",51.8,30,82.1
2013,102,"102","Wipkingen",0,"00","Grundtarif",45.7,22.85,68.1
2013,102,"102","Wipkingen",1,"01","Verheiratetentarif",73.2,47.2,112
2013,102,"102","Wipkingen",2,"02","Einelternfamilientarif",44.4,23.6,65.9
2013,111,"111","Affoltern",0,"00","Grundtarif",38.8,18.5,59.3
2013,111,"111","Affoltern",1,"01","Verheiratetentarif",70.4,47.1,97.6
2013,111,"111","Affoltern",2,"02","Einelternfamilientarif",35.95,16.5,55.7
2013,115,"115","Oerlikon",0,"00","Grundtarif",45.7,22,70.7
2013,115,"115","Oerlikon",1,"01","Verheiratetentarif",81.8,50.4,125.1
2013,115,"115","Oerlikon",2,"02","Einelternfamilientarif",42.95,20.5,70
2013,119,"119","Seebach",0,"00","Grundtarif",39.3,18.7,60
2013,119,"119","Seebach",1,"01","Verheiratetentarif",66.1,42.1,95.1
2013,119,"119","Seebach",2,"02","Einelternfamilientarif",33.85,16.05,54.85
2013,121,"121","Saatlen",0,"00","Grundtarif",32.1,14.4,50.7
2013,121,"121","Saatlen",1,"01","Verheiratetentarif",59.9,38.2,84.5
2013,121,"121","Saatlen",2,"02","Einelternfamilientarif",31.1,13.7,48
2013,122,"122","Schwamendingen-Mitte",0,"00","Grundtarif",33.2,17.6,51.7
2013,122,"122","Schwamendingen-Mitte",1,"01","Verheiratetentarif",57.6,36.8,79.9
2013,122,"122","Schwamendingen-Mitte",2,"02","Einelternfamilientarif",28.1,9.85,42.75
2013,123,"123","Hirzenbach",0,"00","Grundtarif",29.1,11.6,46.9
2013,123,"123","Hirzenbach",1,"01","Verheiratetentarif",55.8,36.6,77.2
2013,123,"123","Hirzenbach",2,"02","Einelternfamilientarif",26,4.1,42.6
2014,11,"011","Rathaus",0,"00","Grundtarif",49.8,20.9,86.1
2014,11,"011","Rathaus",1,"01","Verheiratetentarif",117.05,74.2,204.1
2014,11,"011","Rathaus",2,"02","Einelternfamilientarif",55,30.8,95.6
2014,12,"012","Hochschulen",0,"00","Grundtarif",36.2,13.1,73
2014,12,"012","Hochschulen",1,"01","Verheiratetentarif",139.2,62.2,254.6
2014,12,"012","Hochschulen",2,"02","Einelternfamilientarif",,,
2014,13,"013","Lindenhof",0,"00","Grundtarif",55.55,24.1,100.4
2014,13,"013","Lindenhof",1,"01","Verheiratetentarif",118.1,67.2,211.4
2014,13,"013","Lindenhof",2,"02","Einelternfamilientarif",,,
2014,14,"014","City",0,"00","Grundtarif",31.6,2.8,78.2
2014,14,"014","City",1,"01","Verheiratetentarif",109.7,57.8,191.8
2014,14,"014","City",2,"02","Einelternfamilientarif",,,
2014,21,"021","Wollishofen",0,"00","Grundtarif",42.5,19.1,67.9
2014,21,"021","Wollishofen",1,"01","Verheiratetentarif",89.6,58.4,141.55
2014,21,"021","Wollishofen",2,"02","Einelternfamilientarif",46.2,27.5,68.3
2014,23,"023","Leimbach",0,"00","Grundtarif",37.8,17.7,59.2
2014,23,"023","Leimbach",1,"01","Verheiratetentarif",75.2,48.9,107.8
2014,23,"023","Leimbach",2,"02","Einelternfamilientarif",40.8,16.45,59.55
2014,24,"024","Enge",0,"00","Grundtarif",57.5,26.5,95.8
2014,24,"024","Enge",1,"01","Verheiratetentarif",126.1,72.6,214.4
2014,24,"024","Enge",2,"02","Einelternfamilientarif",56.2,29.3,111.2
2014,31,"031","Alt-Wiedikon",0,"00","Grundtarif",51.8,26.9,78.9
2014,31,"031","Alt-Wiedikon",1,"01","Verheiratetentarif",89.8,52.7,144.3
2014,31,"031","Alt-Wiedikon",2,"02","Einelternfamilientarif",54.25,29,89.6
2014,33,"033","Friesenberg",0,"00","Grundtarif",32.2,11.6,51.9
2014,33,"033","Friesenberg",1,"01","Verheiratetentarif",68.9,45.7,98.5
2014,33,"033","Friesenberg",2,"02","Einelternfamilientarif",38.35,22.4,57.9
2014,34,"034","Sihlfeld",0,"00","Grundtarif",42.7,21.2,65.7
2014,34,"034","Sihlfeld",1,"01","Verheiratetentarif",62.95,39.55,95
2014,34,"034","Sihlfeld",2,"02","Einelternfamilientarif",35.6,18,55.6
2014,41,"041","Werd",0,"00","Grundtarif",47.9,21.3,76
2014,41,"041","Werd",1,"01","Verheiratetentarif",72.1,34.8,128.95
2014,41,"041","Werd",2,"02","Einelternfamilientarif",44.65,20.35,78.3
2014,42,"042","Langstrasse",0,"00","Grundtarif",41.5,18.2,68.1
2014,42,"042","Langstrasse",1,"01","Verheiratetentarif",61.5,37.4,104.7
2014,42,"042","Langstrasse",2,"02","Einelternfamilientarif",43.4,17.9,74.2
2014,44,"044","Hard",0,"00","Grundtarif",34.65,17,55.1
2014,44,"044","Hard",1,"01","Verheiratetentarif",52.1,33.7,75.6
2014,44,"044","Hard",2,"02","Einelternfamilientarif",29,11.5,45.3
2014,51,"051","Gewerbeschule",0,"00","Grundtarif",42.6,20,68
2014,51,"051","Gewerbeschule",1,"01","Verheiratetentarif",65.1,42.4,100.7
2014,51,"051","Gewerbeschule",2,"02","Einelternfamilientarif",43.2,24.2,65.4
2014,52,"052","Escher Wyss",0,"00","Grundtarif",63,35.8,95.2
2014,52,"052","Escher Wyss",1,"01","Verheiratetentarif",120.3,76.6,174.2
2014,52,"052","Escher Wyss",2,"02","Einelternfamilientarif",55.95,31.95,103.45
2014,61,"061","Unterstrass",0,"00","Grundtarif",46.3,22.5,72.2
2014,61,"061","Unterstrass",1,"01","Verheiratetentarif",85.35,55.95,138
2014,61,"061","Unterstrass",2,"02","Einelternfamilientarif",49.7,30.5,73.4
2014,63,"063","Oberstrass",0,"00","Grundtarif",50.2,21.4,84.7
2014,63,"063","Oberstrass",1,"01","Verheiratetentarif",135.3,82.8,221
2014,63,"063","Oberstrass",2,"02","Einelternfamilientarif",68.8,39.3,113.4
2014,71,"071","Fluntern",0,"00","Grundtarif",55.3,17.8,98.7
2014,71,"071","Fluntern",1,"01","Verheiratetentarif",168,102.4,286.3
2014,71,"071","Fluntern",2,"02","Einelternfamilientarif",91.7,58,149.8
2014,72,"072","Hottingen",0,"00","Grundtarif",54.9,23.4,90.6
2014,72,"072","Hottingen",1,"01","Verheiratetentarif",136.2,84.8,235.7
2014,72,"072","Hottingen",2,"02","Einelternfamilientarif",76.5,47.7,128.7
2014,73,"073","Hirslanden",0,"00","Grundtarif",50.3,21.5,82
2014,73,"073","Hirslanden",1,"01","Verheiratetentarif",119.85,73.5,202.3
2014,73,"073","Hirslanden",2,"02","Einelternfamilientarif",56.75,36,99.8
2014,74,"074","Witikon",0,"00","Grundtarif",45.4,20.7,71.2
2014,74,"074","Witikon",1,"01","Verheiratetentarif",104.9,70.1,163.2
2014,74,"074","Witikon",2,"02","Einelternfamilientarif",51.85,28.6,83.5
2014,81,"081","Seefeld",0,"00","Grundtarif",62.2,31.6,103.9
2014,81,"081","Seefeld",1,"01","Verheiratetentarif",134.7,75.8,234.3
2014,81,"081","Seefeld",2,"02","Einelternfamilientarif",65.6,35,100
2014,82,"082","Mühlebach",0,"00","Grundtarif",55.9,24.5,93.4
2014,82,"082","Mühlebach",1,"01","Verheiratetentarif",125.2,75,204.8
2014,82,"082","Mühlebach",2,"02","Einelternfamilientarif",58.3,37,91.1
2014,83,"083","Weinegg",0,"00","Grundtarif",45.7,17.2,73.7
2014,83,"083","Weinegg",1,"01","Verheiratetentarif",107.2,67.7,182
2014,83,"083","Weinegg",2,"02","Einelternfamilientarif",53.8,32,106.7
2014,91,"091","Albisrieden",0,"00","Grundtarif",42.6,22.3,64.3
2014,91,"091","Albisrieden",1,"01","Verheiratetentarif",76.5,51.1,108.6
2014,91,"091","Albisrieden",2,"02","Einelternfamilientarif",42.05,25.45,67.3
2014,92,"092","Altstetten",0,"00","Grundtarif",41.2,20.1,60.7
2014,92,"092","Altstetten",1,"01","Verheiratetentarif",65.7,43.3,93.7
2014,92,"092","Altstetten",2,"02","Einelternfamilientarif",35,16.9,52.6
2014,101,"101","Höngg",0,"00","Grundtarif",48.5,23.7,72.5
