"Jahr","AlterLang","AlterSort","GeschlechtLang","GeschlechtSort","ErwerbstatusLang","ErwerbstatusSort","WgtFreq","LowerCLWgtFreq","UpperCLWgtFreq","RowPercent","RowLowerCL","RowUpperCL"
"2013/2014","Total",0,"Total",0,"Lehrlinge",5,5600,4600,6600,1.67167416357835,1.38013511027725,1.96321321687945
"2013/2014","Total",0,"Total",0,"Erwerbslose",6,11700,10100,13200,3.49303588154789,3.03118271810759,3.95488904498819
"2013/2014","Total",0,"Total",0,"In Ausbildung",7,13200,11400,15100,3.96426797394246,3.4311869264923,4.49734902139262
"2013/2014","Total",0,"Total",0,"Haushaltsführende Personen",8,7200,6300,8100,2.16189396349587,1.89411193092108,2.42967599607066
"2013/2014","Total",0,"Total",0,"Rentner*innen",9,65700,63500,67800,19.6704942259035,18.973514369354,20.367474082453
"2013/2014","Total",0,"Total",0,"Andere Nichterwerbspersonen",10,8200,7100,9300,2.46227648494692,2.12943974508382,2.79511322481001
"2013/2014","Total",0,"Maenner",1,"Total",0,164200,159900,168500,100,_,_
"2013/2014","Total",0,"Maenner",1,"Vollzeiterwerbstätige (>= 90%)",1,79200,75800,82600,48.2333222754105,46.6858589922415,49.7807855585795
"2013/2014","Total",0,"Maenner",1,"Teilzeiterwerbstätige (50-89%)",2,15800,14100,17600,9.63953345935903,8.63297205874283,10.6460948599752
"2013/2014","Total",0,"Maenner",1,"Teilzeiterwerbstätige (< 50%)",3,5600,4800,6500,3.4313462281266,2.90941003692975,3.95328241932345
"2013/2014","Total",0,"Maenner",1,"Selbstständige",4,17200,15800,18500,10.454881701773,9.62401345951875,11.2857499440274
"2013/2014","Total",0,"Maenner",1,"Lehrlinge",5,3200,2500,4000,1.9716113124181,1.52832774531131,2.4148948795249
"2013/2014","Total",0,"Maenner",1,"Erwerbslose",6,6700,5400,7900,4.07068527091109,3.32288989671189,4.81848064511029
"2013/2014","Total",0,"Maenner",1,"In Ausbildung",7,6500,5300,7700,3.94777647150242,3.2245863830694,4.67096655993544
"2013/2014","Total",0,"Maenner",1,"Haushaltsführende Personen",8,300,100,500,0.20111708972332,0.08754338133422,0.31469079811241
"2013/2014","Total",0,"Maenner",1,"Rentner*innen",9,25700,24300,27200,15.6627519326553,14.7551492624336,16.570354602877
"2013/2014","Total",0,"Maenner",1,"Andere Nichterwerbspersonen",10,3900,3100,4700,2.38697425812048,1.90278155662799,2.87116695961297
"2013/2014","Total",0,"Frauen",2,"Total",0,169700,165800,173600,100,_,_
"2013/2014","Total",0,"Frauen",2,"Vollzeiterwerbstätige (>= 90%)",1,40400,38000,42700,23.7872839756505,22.5587597710431,25.0158081802579
"2013/2014","Total",0,"Frauen",2,"Teilzeiterwerbstätige (50-89%)",2,33800,31800,35800,19.9041797236345,18.8055368359292,21.0028226113399
"2013/2014","Total",0,"Frauen",2,"Teilzeiterwerbstätige (< 50%)",3,19300,17500,21100,11.3764534442218,10.3584446761787,12.3944622122648
"2013/2014","Total",0,"Frauen",2,"Selbstständige",4,11000,9900,12100,6.49413252168763,5.86734074806215,7.12092429531311
"2013/2014","Total",0,"Frauen",2,"Lehrlinge",5,2300,1700,3000,1.38148382099581,1.0005798880516,1.76238775394002
"2013/2014","Total",0,"Frauen",2,"Erwerbslose",6,5000,4000,5900,2.93415788047221,2.38604491942778,3.48227084151665
"2013/2014","Total",0,"Frauen",2,"In Ausbildung",7,6800,5400,8100,3.98022356584326,3.19891350575771,4.76153362592881
"2013/2014","Total",0,"Frauen",2,"Haushaltsführende Personen",8,6900,6000,7800,4.05895311381798,3.54809338903809,4.56981283859788
"2013/2014","Total",0,"Frauen",2,"Rentner*innen",9,40000,38200,41700,23.5480002752845,22.5060062057622,24.5899943448068
"2013/2014","Total",0,"Frauen",2,"Andere Nichterwerbspersonen",10,4300,3500,5100,2.53513167839168,2.07755812503213,2.99270523175122
"2013/2014","15-24 Jahre",1,"Total",0,"Total",0,31200,28600,33900,100,_,_
"2013/2014","15-24 Jahre",1,"Total",0,"Vollzeiterwerbstätige (>= 90%)",1,8300,6800,9700,26.4909568366381,22.5587767099444,30.4231369633318
"2013/2014","15-24 Jahre",1,"Total",0,"Teilzeiterwerbstätige (50-89%)",2,1900,1300,2500,6.12815252667263,4.18222150100122,8.07408355234403
"2013/2014","15-24 Jahre",1,"Total",0,"Teilzeiterwerbstätige (< 50%)",3,3000,2200,3800,9.48470670127505,6.99973130745782,11.9696820950922
"2013/2014","15-24 Jahre",1,"Total",0,"Selbstständige",4,400,100,800,1.33765636604492,0.2706767050749,2.40463602701494
"2013/2014","15-24 Jahre",1,"Total",0,"Lehrlinge",5,5300,4400,6300,17.0328443264057,14.1423256940174,19.923362958794
"2013/2014","15-24 Jahre",1,"Total",0,"Erwerbslose",6,1700,1000,2400,5.35622124216296,3.13751272574602,7.5749297585799
"2013/2014","15-24 Jahre",1,"Total",0,"In Ausbildung",7,9000,7600,10500,28.8597259433292,24.9068808940959,32.8125709925626
"2013/2014","15-24 Jahre",1,"Total",0,"Haushaltsführende Personen",8,500,100,800,1.47630399168995,0.41757796255374,2.53503002082617
"2013/2014","15-24 Jahre",1,"Total",0,"Rentner*innen",9,100,0,300,0.37427026858356,0,0.8929733661994
"2013/2014","15-24 Jahre",1,"Total",0,"Andere Nichterwerbspersonen",10,1100,600,1600,3.45916179719768,1.91739254810064,5.00093104629471
"2013/2014","15-24 Jahre",1,"Maenner",1,"Total",0,16300,14400,18100,100,_,_
"2013/2014","15-24 Jahre",1,"Maenner",1,"Vollzeiterwerbstätige (>= 90%)",1,5100,4000,6300,31.6330248307036,26.0258506566714,37.2401990047359
"2013/2014","15-24 Jahre",1,"Maenner",1,"Teilzeiterwerbstätige (50-89%)",2,800,500,1200,5.19026619494715,3.08113578867841,7.2993966012159
"2013/2014","15-24 Jahre",1,"Maenner",1,"Teilzeiterwerbstätige (< 50%)",3,800,400,1200,4.9569577374518,2.57040374216842,7.34351173273519
"2013/2014","15-24 Jahre",1,"Maenner",1,"Selbstständige",4,0,0,0,0.0605871104379,0,0.17947857897916
"2013/2014","15-24 Jahre",1,"Maenner",1,"Lehrlinge",5,3100,2400,3800,18.8055214284554,14.7492730075035,22.8617698494072
"2013/2014","15-24 Jahre",1,"Maenner",1,"Erwerbslose",6,900,500,1200,5.31261512806783,3.02622138106603,7.59900887506962
"2013/2014","15-24 Jahre",1,"Maenner",1,"In Ausbildung",7,4700,3700,5700,28.9224898738116,23.7672424553121,34.0777372923112
"2013/2014","15-24 Jahre",1,"Maenner",1,"Haushaltsführende Personen",8,0,0,0,0.09711272307056,0,0.28760976675101
"2013/2014","15-24 Jahre",1,"Maenner",1,"Rentner*innen",9,100,0,200,0.38040910955425,0,1.12450851236221
"2013/2014","15-24 Jahre",1,"Maenner",1,"Andere Nichterwerbspersonen",10,800,300,1200,4.64101586349971,2.08360739252622,7.1984243344732
"2013/2014","15-24 Jahre",1,"Frauen",2,"Total",0,15000,13000,16900,100,_,_
"2013/2014","15-24 Jahre",1,"Frauen",2,"Vollzeiterwerbstätige (>= 90%)",1,3100,2200,4000,20.9069817396185,15.6029207087016,26.2110427705353
"2013/2014","15-24 Jahre",1,"Frauen",2,"Teilzeiterwerbstätige (50-89%)",2,1100,600,1600,7.14664040474704,3.80662859385331,10.4866522156407
"2013/2014","15-24 Jahre",1,"Frauen",2,"Teilzeiterwerbstätige (< 50%)",3,2200,1400,2900,14.4015684558695,9.97651950270178,18.8266174090374
"2013/2014","15-24 Jahre",1,"Frauen",2,"Selbstständige",4,400,100,700,2.72447640201276,0.51830092301936,4.93065188100615
"2013/2014","15-24 Jahre",1,"Frauen",2,"Lehrlinge",5,2300,1600,2900,15.1078241196862,11.0111056415507,19.2045425978217
"2013/2014","15-24 Jahre",1,"Frauen",2,"Erwerbslose",6,800,200,1400,5.40357484687337,1.49895794657215,9.30819174717459
"2013/2014","15-24 Jahre",1,"Frauen",2,"In Ausbildung",7,4300,3200,5400,28.791568107764,22.7375452916259,34.8455909239021
"2013/2014","15-24 Jahre",1,"Frauen",2,"Haushaltsführende Personen",8,400,100,800,2.97402236236996,0.79016516271452,5.1578795620254
"2013/2014","15-24 Jahre",1,"Frauen",2,"Rentner*innen",9,100,0,200,0.36760385827074,0,1.08713364269308
"2013/2014","15-24 Jahre",1,"Frauen",2,"Andere Nichterwerbspersonen",10,300,100,600,2.17573970278774,0.58627296669853,3.76520643887695
"2013/2014","25-39 Jahre",2,"Total",0,"Total",0,115000,110600,119400,100,_,_
"2013/2014","25-39 Jahre",2,"Total",0,"Vollzeiterwerbstätige (>= 90%)",1,63600,60300,67000,55.3265785230313,53.2422052112544,57.4109518348081
"2013/2014","25-39 Jahre",2,"Total",0,"Teilzeiterwerbstätige (50-89%)",2,21700,19600,23800,18.8702712663337,17.2301589311346,20.5103836015329
"2013/2014","25-39 Jahre",2,"Total",0,"Teilzeiterwerbstätige (< 50%)",3,9400,7900,10900,8.18465880962472,6.93003334073393,9.43928427851551
"2013/2014","25-39 Jahre",2,"Total",0,"Selbstständige",4,6100,5100,7000,5.28130686026237,4.48085841595525,6.08175530456949
"2013/2014","25-39 Jahre",2,"Total",0,"Lehrlinge",5,300,0,500,0.22492171344339,0.03275621253189,0.41708721435489
"2013/2014","25-39 Jahre",2,"Total",0,"Erwerbslose",6,5400,4200,6500,4.65294609221438,3.64917635359101,5.65671583083776
"2013/2014","25-39 Jahre",2,"Total",0,"In Ausbildung",7,3700,2600,4800,3.22378653795618,2.31637263486116,4.1312004410512
"2013/2014","25-39 Jahre",2,"Total",0,"Haushaltsführende Personen",8,2800,2300,3300,2.4326015737679,1.95650192870737,2.90870121882844
"2013/2014","25-39 Jahre",2,"Total",0,"Rentner*innen",9,300,100,600,0.28592691948932,0.09274128842551,0.47911255055313
"2013/2014","25-39 Jahre",2,"Total",0,"Andere Nichterwerbspersonen",10,1700,1100,2400,1.5170017038766,0.97094404601357,2.06305936173963
"2013/2014","25-39 Jahre",2,"Maenner",1,"Total",0,58600,55100,62100,100,_,_
"2013/2014","25-39 Jahre",2,"Maenner",1,"Vollzeiterwerbstätige (>= 90%)",1,40400,37600,43200,68.9983183603529,66.016853059247,71.9797836614587
"2013/2014","25-39 Jahre",2,"Maenner",1,"Teilzeiterwerbstätige (50-89%)",2,6700,5300,8200,11.4791828432716,9.20747271737645,13.7508929691668
"2013/2014","25-39 Jahre",2,"Maenner",1,"Teilzeiterwerbstätige (< 50%)",3,1700,1200,2300,2.97503892494812,2.0555847911699,3.89449305872635
"2013/2014","25-39 Jahre",2,"Maenner",1,"Selbstständige",4,3600,2900,4400,6.18088729927827,4.94053908214767,7.42123551640887
"2013/2014","25-39 Jahre",2,"Maenner",1,"Lehrlinge",5,200,0,400,0.30324400383692,0,0.63543358580387
"2013/2014","25-39 Jahre",2,"Maenner",1,"Erwerbslose",6,3500,2400,4500,5.89933201841001,4.15168578575428,7.64697825106574
"2013/2014","25-39 Jahre",2,"Maenner",1,"In Ausbildung",7,1700,1000,2400,2.87598403255642,1.70028662523855,4.0516814398743
"2013/2014","25-39 Jahre",2,"Maenner",1,"Haushaltsführende Personen",8,0,0,100,0.06090438644827,0,0.18027491986591
"2013/2014","25-39 Jahre",2,"Maenner",1,"Rentner*innen",9,100,0,200,0.16799241631818,0.00236098143298,0.33362385120339
"2013/2014","25-39 Jahre",2,"Maenner",1,"Andere Nichterwerbspersonen",10,600,200,1000,1.05911571457921,0.40068164802211,1.7175497811363
"2013/2014","25-39 Jahre",2,"Frauen",2,"Total",0,56400,53400,59500,100,_,_
"2013/2014","25-39 Jahre",2,"Frauen",2,"Vollzeiterwerbstätige (>= 90%)",1,23200,21300,25100,41.1322189651586,38.4048211024166,43.8596168279007
"2013/2014","25-39 Jahre",2,"Frauen",2,"Teilzeiterwerbstätige (50-89%)",2,15000,13500,16500,26.5438934862784,24.1694336949703,28.9183532775866
"2013/2014","25-39 Jahre",2,"Frauen",2,"Teilzeiterwerbstätige (< 50%)",3,7700,6300,9100,13.5934230695383,11.3184052095007,15.868440929576
"2013/2014","25-39 Jahre",2,"Frauen",2,"Selbstständige",4,2500,1900,3000,4.34733880977596,3.34450998973063,5.35016762982128
"2013/2014","25-39 Jahre",2,"Frauen",2,"Lehrlinge",5,100,0,200,0.143605453445,0,0.32909493352958
"2013/2014","25-39 Jahre",2,"Frauen",2,"Erwerbslose",6,1900,1400,2400,3.35891547176638,2.43806411525118,4.27976682828158
"2013/2014","25-39 Jahre",2,"Frauen",2,"In Ausbildung",7,2000,1200,2800,3.58488423843293,2.19711205864665,4.9726564182192
"2013/2014","25-39 Jahre",2,"Frauen",2,"Haushaltsführende Personen",8,2800,2200,3300,4.89495991585038,3.93899574465557,5.85092408704518
"2013/2014","25-39 Jahre",2,"Frauen",2,"Rentner*innen",9,200,0,400,0.40836961970225,0.05441564582027,0.76232359358422
"2013/2014","25-39 Jahre",2,"Frauen",2,"Andere Nichterwerbspersonen",10,1100,600,1600,1.99239097005158,1.1156289580691,2.86915298203406
"2013/2014","40-54 Jahre",3,"Total",0,"Total",0,83700,81000,86300,100,_,_
"2013/2014","40-54 Jahre",3,"Total",0,"Vollzeiterwerbstätige (>= 90%)",1,36300,34500,38200,43.4189056854764,41.6400665008173,45.1977448701354
"2013/2014","40-54 Jahre",3,"Total",0,"Teilzeiterwerbstätige (50-89%)",2,17900,16600,19200,21.3946904323807,19.959987719756,22.8293931450055
"2013/2014","40-54 Jahre",3,"Total",0,"Teilzeiterwerbstätige (< 50%)",3,6700,5900,7600,8.05103325056915,7.0357684800847,9.0662980210536
"2013/2014","40-54 Jahre",3,"Total",0,"Selbstständige",4,11100,10000,12200,13.2526184093534,12.0196328652076,14.4856039534992
"2013/2014","40-54 Jahre",3,"Total",0,"Lehrlinge",5,,,,,,
"2013/2014","40-54 Jahre",3,"Total",0,"Erwerbslose",6,3200,2600,3900,3.85784534516478,3.11724198487202,4.59844870545755
"2013/2014","40-54 Jahre",3,"Total",0,"In Ausbildung",7,400,200,600,0.5053571026468,0.27527981237447,0.73543439291913
"2013/2014","40-54 Jahre",3,"Total",0,"Haushaltsführende Personen",8,2600,2100,3100,3.10403738463548,2.51564887597282,3.69242589329814
"2013/2014","40-54 Jahre",3,"Total",0,"Rentner*innen",9,2400,1800,2900,2.81038619355285,2.11169403526767,3.50907835183803
"2013/2014","40-54 Jahre",3,"Total",0,"Andere Nichterwerbspersonen",10,3000,2400,3600,3.60512619622028,2.86666632503298,4.34358606740757
"2013/2014","40-54 Jahre",3,"Maenner",1,"Total",0,44200,42000,46300,100,_,_
"2013/2014","40-54 Jahre",3,"Maenner",1,"Vollzeiterwerbstätige (>= 90%)",1,25700,24000,27300,58.1170109924989,55.547272852423,60.6867491325748
"2013/2014","40-54 Jahre",3,"Maenner",1,"Teilzeiterwerbstätige (50-89%)",2,5800,5000,6600,13.2099791997364,11.5049775876111,14.9149808118617
"2013/2014","40-54 Jahre",3,"Maenner",1,"Teilzeiterwerbstätige (< 50%)",3,1200,800,1500,2.63038441358696,1.77609982167596,3.48466900549796
"2013/2014","40-54 Jahre",3,"Maenner",1,"Selbstständige",4,6800,5900,7700,15.437987575204,13.560648547879,17.3153266025291
"2013/2014","40-54 Jahre",3,"Maenner",1,"Lehrlinge",5,,,,,,
"2013/2014","40-54 Jahre",3,"Maenner",1,"Erwerbslose",6,1600,1100,2100,3.66348383629953,2.59769368251063,4.72927399008843
"2013/2014","40-54 Jahre",3,"Maenner",1,"In Ausbildung",7,100,0,100,0.12473629189014,0,0.30429675792998
"2013/2014","40-54 Jahre",3,"Maenner",1,"Haushaltsführende Personen",8,200,100,400,0.47447863778875,0.12429179823628,0.82466547734121
"2013/2014","40-54 Jahre",3,"Maenner",1,"Rentner*innen",9,1300,900,1800,3.04202207884545,1.98367308881485,4.10037106887605
"2013/2014","40-54 Jahre",3,"Maenner",1,"Andere Nichterwerbspersonen",10,1500,1000,1900,3.29991697414969,2.27901777087962,4.32081617741976
"2013/2014","40-54 Jahre",3,"Frauen",2,"Total",0,39500,37600,41400,100,_,_
"2013/2014","40-54 Jahre",3,"Frauen",2,"Vollzeiterwerbstätige (>= 90%)",1,10700,9700,11600,26.9897109508654,24.8564499926179,29.122971909113
"2013/2014","40-54 Jahre",3,"Frauen",2,"Teilzeiterwerbstätige (50-89%)",2,12100,11000,13100,30.5433672093409,28.269368356682,32.8173660619998
"2013/2014","40-54 Jahre",3,"Frauen",2,"Teilzeiterwerbstätige (< 50%)",3,5600,4800,6400,14.1101064079898,12.2517392029668,15.9684736130127
"2013/2014","40-54 Jahre",3,"Frauen",2,"Selbstständige",4,4300,3600,4900,10.8098644051608,9.26712648830164,12.3526023220199
"2013/2014","40-54 Jahre",3,"Frauen",2,"Lehrlinge",5,,,,,,
"2013/2014","40-54 Jahre",3,"Frauen",2,"Erwerbslose",6,1600,1200,2000,4.07509804620063,3.0547119702168,5.09548412218447
"2013/2014","40-54 Jahre",3,"Frauen",2,"In Ausbildung",7,400,200,500,0.93080604925212,0.4875562837437,1.37405581476054
"2013/2014","40-54 Jahre",3,"Frauen",2,"Haushaltsführende Personen",8,2400,1900,2900,6.04329600441169,4.87787817568452,7.20871383313886
"2013/2014","40-54 Jahre",3,"Frauen",2,"Rentner*innen",9,1000,700,1400,2.5514690754956,1.66350062388623,3.43943752710498
"2013/2014","40-54 Jahre",3,"Frauen",2,"Andere Nichterwerbspersonen",10,1600,1100,2000,3.94628185128291,2.87715677868295,5.01540692388286
"2013/2014","55-64 Jahre",4,"Total",0,"Total",0,39200,37200,41100,100,_,_
"2013/2014","55-64 Jahre",4,"Total",0,"Vollzeiterwerbstätige (>= 90%)",1,11000,10000,12100,28.2192506657017,25.9363125813581,30.5021887500453
"2013/2014","55-64 Jahre",4,"Total",0,"Teilzeiterwerbstätige (50-89%)",2,7400,6600,8300,18.9552730921141,16.9919174232469,20.9186287609812
"2013/2014","55-64 Jahre",4,"Total",0,"Teilzeiterwerbstätige (< 50%)",3,3400,2800,3900,8.64913182919122,7.30204051440577,9.99622314397668
"2013/2014","55-64 Jahre",4,"Total",0,"Selbstständige",4,5900,5100,6700,15.0886209477444,13.2441979490954,16.9330439463934
"2013/2014","55-64 Jahre",4,"Total",0,"Lehrlinge",5,,,,,,
"2013/2014","55-64 Jahre",4,"Total",0,"Erwerbslose",6,1300,900,1700,3.3309829202149,2.34881404601578,4.31315179441403
"2013/2014","55-64 Jahre",4,"Total",0,"In Ausbildung",7,100,0,200,0.21960906978281,0.0233529069767,0.41586523258892
"2013/2014","55-64 Jahre",4,"Total",0,"Haushaltsführende Personen",8,1000,600,1300,2.44313863576655,1.58841239114589,3.29786488038721
"2013/2014","55-64 Jahre",4,"Total",0,"Rentner*innen",9,6800,5900,7700,17.4702312170546,15.3931270931184,19.5473353409909
"2013/2014","55-64 Jahre",4,"Total",0,"Andere Nichterwerbspersonen",10,2200,1700,2700,5.62376162242951,4.46831910099494,6.77920414386409
"2013/2014","55-64 Jahre",4,"Maenner",1,"Total",0,18800,17500,20200,100,_,_
"2013/2014","55-64 Jahre",4,"Maenner",1,"Vollzeiterwerbstätige (>= 90%)",1,7800,6900,8700,41.3301959511586,37.6300044626378,45.0303874396795
"2013/2014","55-64 Jahre",4,"Maenner",1,"Teilzeiterwerbstätige (50-89%)",2,2000,1600,2500,10.7637663488189,8.49479310601885,13.0327395916189
"2013/2014","55-64 Jahre",4,"Maenner",1,"Teilzeiterwerbstätige (< 50%)",3,900,600,1200,4.98319308261759,3.46004931004623,6.50633685518896
"2013/2014","55-64 Jahre",4,"Maenner",1,"Selbstständige",4,3900,3200,4500,20.5945941117664,17.5286504011953,23.6605378223376
"2013/2014","55-64 Jahre",4,"Maenner",1,"Lehrlinge",5,,,,,,
"2013/2014","55-64 Jahre",4,"Maenner",1,"Erwerbslose",6,700,400,1000,3.71850969584966,2.26757573767023,5.16944365402909
"2013/2014","55-64 Jahre",4,"Maenner",1,"In Ausbildung",7,0,0,100,0.19094405190506,0,0.45564728379685
"2013/2014","55-64 Jahre",4,"Maenner",1,"Haushaltsführende Personen",8,100,0,100,0.30517666099174,0,0.65716400079197
"2013/2014","55-64 Jahre",4,"Maenner",1,"Rentner*innen",9,2400,1900,3000,12.8991407190689,10.2207414230764,15.5775400150613
"2013/2014","55-64 Jahre",4,"Maenner",1,"Andere Nichterwerbspersonen",10,1000,700,1300,5.2144793778229,3.60628241378499,6.8226763418608
"2013/2014","55-64 Jahre",4,"Frauen",2,"Total",0,20300,18900,21700,100,_,_
"2013/2014","55-64 Jahre",4,"Frauen",2,"Vollzeiterwerbstätige (>= 90%)",1,3300,2700,3800,16.0623265149358,13.6593606881094,18.4652923417622
"2013/2014","55-64 Jahre",4,"Frauen",2,"Teilzeiterwerbstätige (50-89%)",2,5400,4700,6100,26.5507228473037,23.4977264849359,29.6037192096714
"2013/2014","55-64 Jahre",4,"Frauen",2,"Teilzeiterwerbstätige (< 50%)",3,2400,2000,2900,12.0483176478433,9.89218541803574,14.204449877651
"2013/2014","55-64 Jahre",4,"Frauen",2,"Selbstständige",4,2000,1600,2500,9.98329126526789,7.92637069481102,12.0402118357247
"2013/2014","55-64 Jahre",4,"Frauen",2,"Lehrlinge",5,,,,,,
"2013/2014","55-64 Jahre",4,"Frauen",2,"Erwerbslose",6,600,300,900,2.97165462502261,1.63983190625207,4.30347734379315
"2013/2014","55-64 Jahre",4,"Frauen",2,"In Ausbildung",7,100,0,100,0.24618827063621,0,0.53395828758319
"2013/2014","55-64 Jahre",4,"Frauen",2,"Haushaltsführende Personen",8,900,600,1200,4.42553128547039,2.83068500347438,6.02037756746641
"2013/2014","55-64 Jahre",4,"Frauen",2,"Rentner*innen",9,4400,3700,5100,21.7087051989375,18.6147502448052,24.8026601530698
"2013/2014","55-64 Jahre",4,"Frauen",2,"Andere Nichterwerbspersonen",10,1200,900,1600,6.0032623445824,4.35030196372833,7.65622272543646
"2013/2014","65 Jahre und älter",5,"Total",0,"Total",0,64800,62700,66800,100,_,_
"2013/2014","65 Jahre und älter",5,"Total",0,"Vollzeiterwerbstätige (>= 90%)",1,300,100,400,0.39641555391407,0.16512254974236,0.62770855808578
"2013/2014","65 Jahre und älter",5,"Total",0,"Teilzeiterwerbstätige (50-89%)",2,700,400,900,1.01712260820208,0.66493994984266,1.3693052665615
"2013/2014","65 Jahre und älter",5,"Total",0,"Teilzeiterwerbstätige (< 50%)",3,2400,2000,2900,3.76303667220348,3.12576037947336,4.4003129649336
"2013/2014","65 Jahre und älter",5,"Total",0,"Selbstständige",4,4700,4100,5300,7.25077830542139,6.36672240615007,8.13483420469271
"2013/2014","65 Jahre und älter",5,"Total",0,"Lehrlinge",5,,,,,,
"2013/2014","65 Jahre und älter",5,"Total",0,"Erwerbslose",6,100,0,200,0.16089756675631,0.02911092024523,0.29268421326739
"2013/2014","65 Jahre und älter",5,"Total",0,"In Ausbildung",7,,,,,,
"2013/2014","65 Jahre und älter",5,"Total",0,"Haushaltsführende Personen",8,400,200,600,0.62499491124359,0.33586184041615,0.91412798207104
"2013/2014","65 Jahre und älter",5,"Total",0,"Rentner*innen",9,56000,54100,58000,86.5137180292052,85.3432540861059,87.6841819723046
"2013/2014","65 Jahre und älter",5,"Total",0,"Andere Nichterwerbspersonen",10,200,100,300,0.27303635305382,0.10732687960334,0.4387458265043
"2013/2014","65 Jahre und älter",5,"Maenner",1,"Total",0,26300,24900,27700,100,_,_
"2013/2014","65 Jahre und älter",5,"Maenner",1,"Vollzeiterwerbstätige (>= 90%)",1,200,0,300,0.62151300248756,0.12466918575511,1.11835681922001
"2013/2014","65 Jahre und älter",5,"Maenner",1,"Teilzeiterwerbstätige (50-89%)",2,400,200,600,1.49904776928642,0.76871072915649,2.22938480941635
"2013/2014","65 Jahre und älter",5,"Maenner",1,"Teilzeiterwerbstätige (< 50%)",3,1000,700,1200,3.73734603309916,2.75407630731955,4.72061575887876
"2013/2014","65 Jahre und älter",5,"Maenner",1,"Selbstständige",4,2800,2400,3300,10.777793104388,9.11229950501988,12.4432867037562
"2013/2014","65 Jahre und älter",5,"Maenner",1,"Lehrlinge",5,,,,,,
"2013/2014","65 Jahre und älter",5,"Maenner",1,"Erwerbslose",6,0,0,100,0.16694523763685,0,0.39159719733154
"2013/2014","65 Jahre und älter",5,"Maenner",1,"In Ausbildung",7,,,,,,
"2013/2014","65 Jahre und älter",5,"Maenner",1,"Haushaltsführende Personen",8,0,0,0,0.04447964139939,0,0.13166433435626
"2013/2014","65 Jahre und älter",5,"Maenner",1,"Rentner*innen",9,21800,20500,23100,82.7581356629984,80.7072235296213,84.8090477963755
"2013/2014","65 Jahre und älter",5,"Maenner",1,"Andere Nichterwerbspersonen",10,100,0,200,0.39473954870409,0.07451062228957,0.7149684751186
"2013/2014","65 Jahre und älter",5,"Frauen",2,"Total",0,38500,36800,40100,100,_,_
"2013/2014","65 Jahre und älter",5,"Frauen",2,"Vollzeiterwerbstätige (>= 90%)",1,100,0,200,0.24234590156655,0.05300411858971,0.43168768454339
"2013/2014","65 Jahre und älter",5,"Frauen",2,"Teilzeiterwerbstätige (50-89%)",2,300,100,400,0.68726528420159,0.36975778411023,1.00477278429294
"2013/2014","65 Jahre und älter",5,"Frauen",2,"Teilzeiterwerbstätige (< 50%)",3,1500,1100,1800,3.78062082458047,2.94433202878802,4.61690962037293
"2013/2014","65 Jahre und älter",5,"Frauen",2,"Selbstständige",4,1900,1500,2200,4.83668633172245,3.89299594761598,5.78037671582892
"2013/2014","65 Jahre und älter",5,"Frauen",2,"Lehrlinge",5,,,,,,
"2013/2014","65 Jahre und älter",5,"Frauen",2,"Erwerbslose",6,100,0,100,0.15675819264975,0,0.31686707424966
"2013/2014","65 Jahre und älter",5,"Frauen",2,"In Ausbildung",7,,,,,,
"2013/2014","65 Jahre und älter",5,"Frauen",2,"Haushaltsführende Personen",8,400,200,600,1.02233298137337,0.54001117652623,1.5046547862205
"2013/2014","65 Jahre und älter",5,"Frauen",2,"Rentner*innen",9,34300,32700,35800,89.084254804237,87.7133423837686,90.4551672247054
"2013/2014","65 Jahre und älter",5,"Frauen",2,"Andere Nichterwerbspersonen",10,100,0,100,0.1897356796688,0.01699286283043,0.36247849650717
"2015/2016","Total",0,"Total",0,"Total",0,342300,337000,347700,100,_,_
"2015/2016","Total",0,"Total",0,"Vollzeiterwerbstätige (>= 90%)",1,129500,124400,134600,37.8277740348025,36.6013698778521,39.0541781917528
"2015/2016","Total",0,"Total",0,"Teilzeiterwerbstätige (50-89%)",2,52000,49200,54800,15.1890765193642,14.3751466665983,16.0030063721301
"2015/2016","Total",0,"Total",0,"Teilzeiterwerbstätige (< 50%)",3,26200,24000,28400,7.65252017124775,7.00758723606068,8.29745310643483
"2015/2016","Total",0,"Total",0,"Selbstständige",4,26600,24600,28600,7.77079737692246,7.18856900214602,8.3530257516989
"2015/2016","Total",0,"Total",0,"Lehrlinge",5,6000,5100,7000,1.7618560759621,1.4835859661612,2.040126185763
"2015/2016","Total",0,"Total",0,"Erwerbslose",6,11100,9500,12600,3.22844730688618,2.77381939194209,3.68307522183027
"2015/2016","Total",0,"Total",0,"In Ausbildung",7,12800,10900,14700,3.7352107514615,3.18512812013742,4.28529338278559
"2015/2016","Total",0,"Total",0,"Haushaltsführende Personen",8,8100,6900,9400,2.37479485034768,2.01535942537734,2.73423027531802
"2015/2016","Total",0,"Total",0,"Rentner*innen",9,61400,58800,63900,17.924359966178,17.1343056607425,18.7144142716134
"2015/2016","Total",0,"Total",0,"Andere Nichterwerbspersonen",10,8700,7100,10300,2.53516294682751,2.06795632523349,3.00236956842153
"2015/2016","Total",0,"Maenner",1,"Total",0,169100,163700,174400,100,_,_
